,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
745,,,1.0,5.0,,1.0,,7.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
854,17.0,4.0,1.0,14.0,,1.0,,2.0,1.0,2.0,,12.0,,,6.0,,,,,,,1.0,1.0,5.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
818,6.0,1.0,1.0,12.0,2.0,1.0,1.0,,2.0,1.0,,8.0,,1.0,3.0,,,3.0,,,,1.0,1.0,,,3.0,1.0,2.0,,,1.0,3.0,,1.0,,,1.0,,,,,11.0,,,,,,1.0,,,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,7.0,2.0,1.0,14.0,4.0,2.0,1.0,2.0,1.0,,1.0,,,,3.0,,2.0,1.0,,,,1.0,,,,,,,,,3.0,,1.0,2.0,,,1.0,,,,,2.0,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1.0,1.0,,7.0,3.0,5.0,,5.0,,,2.0,2.0,,,3.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,1.0,,,,1.0,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
850,6.0,,6.0,10.0,,1.0,4.0,4.0,2.0,,,15.0,,1.0,4.0,,,2.0,,,,1.0,,2.0,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,5.0,1.0,7.0,7.0,1.0,,1.0,7.0,2.0,,,15.0,,2.0,1.0,,,2.0,,,1.0,1.0,,1.0,,1.0,,,2.0,,3.0,1.0,1.0,,,2.0,1.0,,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,13.0,,3.0,10.0,5.0,1.0,,1.0,1.0,,,10.0,,1.0,2.0,,,2.0,,1.0,1.0,1.0,,4.0,,2.0,,1.0,1.0,,5.0,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,7.0,2.0,1.0,11.0,5.0,3.0,2.0,2.0,1.0,2.0,,7.0,1.0,,2.0,,,1.0,,,,1.0,,,,3.0,1.0,,,,2.0,4.0,,2.0,,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
858,2.0,,,16.0,2.0,3.0,,5.0,,,1.0,2.0,,1.0,4.0,,1.0,,,,,1.0,2.0,1.0,,,,,1.0,,3.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1.0,,,18.0,4.0,2.0,,1.0,1.0,,1.0,,,,4.0,,,,,,,1.0,2.0,1.0,,1.0,1.0,3.0,,,3.0,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,14.0,6.0,,7.0,,,,2.0,3.0,1.0,1.0,16.0,,,4.0,,1.0,,,,,1.0,,3.0,,1.0,,1.0,,1.0,1.0,,,2.0,,,1.0,,,,,,,1.0,,,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,,1.0,2.0,14.0,1.0,2.0,,2.0,2.0,3.0,,3.0,,,2.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,3.0,1.0,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
848,,3.0,,3.0,,1.0,,11.0,,,3.0,,,,5.0,,2.0,1.0,,,,1.0,2.0,,,,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
99,2.0,,,16.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,,2.0,,,,1.0,1.0,1.0,,1.0,,,,2.0,,12.0,,,1.0,1.0,,,,,,,,,,15.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3.0,3.0,,15.0,3.0,1.0,3.0,6.0,1.0,1.0,2.0,4.0,,,5.0,,1.0,2.0,1.0,,,1.0,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,8.0,2.0,1.0,14.0,1.0,2.0,1.0,7.0,,2.0,1.0,5.0,,,3.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,3.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,1.0,1.0,6.0,,,,6.0,,3.0,,9.0,,,6.0,,,2.0,1.0,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,2.0,5.0,8.0,,,,6.0,,1.0,1.0,2.0,,,2.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1.0,2.0,2.0,14.0,2.0,,,3.0,1.0,,1.0,5.0,1.0,,10.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,4.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
92,5.0,,1.0,14.0,2.0,,2.0,8.0,1.0,,2.0,9.0,,,7.0,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
95,,,2.0,15.0,2.0,,,1.0,,,1.0,3.0,,,6.0,,1.0,3.0,1.0,,,1.0,1.0,,,1.0,,1.0,2.0,,2.0,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
94,,,,1.0,,,,5.0,,1.0,1.0,2.0,,,4.0,,,3.0,1.0,1.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
97,4.0,4.0,1.0,15.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,,1.0,3.0,,2.0,,1.0,,,1.0,,,,3.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
96,,,4.0,7.0,,2.0,1.0,1.0,,,1.0,2.0,,1.0,3.0,,,3.0,1.0,,,1.0,1.0,,,3.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,10.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
814,13.0,1.0,5.0,7.0,2.0,1.0,2.0,1.0,2.0,,,17.0,,,5.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,2.0,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,3.0,3.0,2.0,8.0,4.0,2.0,1.0,4.0,1.0,,,2.0,,2.0,2.0,,2.0,,1.0,,,1.0,,,,3.0,,2.0,,,2.0,,,,,,,,,,,1.0,,1.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,6.0,,,12.0,,1.0,,1.0,,1.0,2.0,1.0,,2.0,6.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,2.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,3.0,,,12.0,,1.0,,2.0,,,1.0,2.0,,4.0,5.0,,,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1.0,1.0,,10.0,2.0,,,3.0,,1.0,1.0,3.0,,2.0,9.0,,,2.0,1.0,,,1.0,1.0,3.0,,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,6.0,1.0,,8.0,3.0,1.0,,2.0,,2.0,,1.0,,1.0,7.0,,,2.0,1.0,,,1.0,,2.0,,4.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,4.0,,1.0,4.0,1.0,1.0,,5.0,,2.0,,,,3.0,4.0,,,1.0,1.0,,,1.0,2.0,,,,,1.0,,,3.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,5.0,,,16.0,1.0,,4.0,1.0,1.0,2.0,,10.0,,,7.0,,,1.0,1.0,,,1.0,,,,3.0,,1.0,,,2.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
746,15.0,,2.0,15.0,2.0,1.0,1.0,2.0,,,1.0,9.0,,,2.0,,1.0,,,,,1.0,2.0,5.0,,2.0,1.0,2.0,,,2.0,,2.0,,1.0,2.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,14.0,,1.0,12.0,,,,4.0,,1.0,,16.0,,,,,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,,1.0,,,1.0,,,,,,8.0,,,,1.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
555,,,,8.0,1.0,2.0,,6.0,,1.0,1.0,3.0,,,5.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,5.0,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
554,,2.0,,,,,,11.0,1.0,,2.0,1.0,,,3.0,,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,3.0,1.0,1.0,14.0,2.0,2.0,1.0,8.0,,2.0,,,,,6.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,4.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
556,3.0,1.0,,15.0,2.0,3.0,,6.0,,1.0,,3.0,,,6.0,,,,1.0,,,1.0,2.0,,,,1.0,1.0,,4.0,2.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
551,,,,2.0,,1.0,,1.0,,,,2.0,,,,,,,,,,1.0,,,,1.0,,18.0,,,1.0,1.0,,,,,1.0,,,,,14.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1.0,,1.0,8.0,1.0,3.0,1.0,1.0,,,,11.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,17.0,,,2.0,2.0,,,,,1.0,,,,,9.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1.0,2.0,1.0,12.0,,1.0,,11.0,2.0,,1.0,8.0,,,6.0,,3.0,,1.0,,,1.0,,,,,2.0,,,,2.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1.0,3.0,2.0,10.0,,1.0,,3.0,1.0,1.0,1.0,12.0,,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,2.0,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,5.0,4.0,2.0,12.0,,1.0,,5.0,4.0,,,16.0,,,3.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1.0,4.0,4.0,12.0,,1.0,,4.0,6.0,1.0,,13.0,,,3.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.0,4.0,1.0,14.0,1.0,2.0,1.0,2.0,,,,9.0,,,4.0,,,2.0,1.0,,,1.0,,,,2.0,,,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,3.0,4.0,3.0,9.0,1.0,3.0,1.0,2.0,2.0,,,14.0,,,3.0,,,3.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
236,3.0,4.0,3.0,7.0,1.0,,1.0,,1.0,,,16.0,,,5.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,2.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
237,6.0,5.0,1.0,11.0,,,1.0,1.0,1.0,,,11.0,,,6.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
230,2.0,,,8.0,2.0,1.0,1.0,8.0,4.0,2.0,,,,1.0,3.0,,1.0,,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,4.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2.0,,,2.0,1.0,2.0,,3.0,,1.0,2.0,,,,2.0,,,1.0,,,,1.0,,,1.0,1.0,3.0,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.0,1.0,,,5.0,,,6.0,,1.0,1.0,,,,2.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,1.0,10.0,,,,4.0,,,,,,,4.0,,,1.0,,,,2.0,,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1.0,,3.0,7.0,2.0,1.0,4.0,2.0,1.0,1.0,,13.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,3.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
146,,1.0,,13.0,11.0,1.0,,3.0,2.0,1.0,,,,,4.0,,2.0,3.0,1.0,,,1.0,1.0,,,5.0,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,2.0,,15.0,7.0,1.0,,5.0,2.0,1.0,1.0,,,,3.0,,1.0,2.0,1.0,,,1.0,2.0,,,4.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.0,4.0,2.0,10.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,,,,5.0,,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,2.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
145,,1.0,2.0,17.0,4.0,2.0,,3.0,3.0,1.0,,,,1.0,7.0,,2.0,1.0,1.0,,,1.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.0,1.0,,15.0,4.0,,2.0,5.0,1.0,2.0,1.0,1.0,,1.0,5.0,,,1.0,1.0,,,1.0,,,1.0,4.0,,,1.0,,2.0,1.0,,2.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
143,1.0,1.0,,12.0,3.0,2.0,4.0,4.0,1.0,2.0,,,,,3.0,,1.0,3.0,1.0,,,1.0,,,,3.0,,,,,3.0,1.0,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,19.0,2.0,2.0,,5.0,,1.0,1.0,3.0,,1.0,7.0,,1.0,,1.0,,,1.0,1.0,,,2.0,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,18.0,1.0,3.0,,2.0,1.0,1.0,1.0,3.0,,1.0,6.0,,,,1.0,,,1.0,,,1.0,3.0,,1.0,1.0,,3.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
612,,,,15.0,,2.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,8.0,,1.0,3.0,,,,,,1.0,,,,,15.0,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,4.0,,2.0,10.0,1.0,1.0,1.0,2.0,,,,16.0,,1.0,2.0,,,,,,,1.0,,1.0,,1.0,1.0,5.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
610,,3.0,3.0,14.0,4.0,1.0,2.0,5.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,4.0,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,15.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
616,7.0,6.0,,12.0,,,1.0,6.0,,1.0,1.0,12.0,,,6.0,,,,,,,1.0,,4.0,,1.0,,,,,,,,,,1.0,1.0,5.0,,,1.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,18.0,1.0,,10.0,,1.0,,4.0,,3.0,1.0,15.0,,,3.0,,2.0,,,,,1.0,,2.0,,1.0,,,,,1.0,2.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
148,,,,,1.0,,,5.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
149,2.0,,,1.0,,,,6.0,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
912,,,,18.0,5.0,,,1.0,,3.0,,,1.0,2.0,3.0,,,1.0,,,,1.0,,,,,,2.0,,,3.0,,,2.0,,,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,2.0,1.0,1.0,12.0,,3.0,2.0,1.0,4.0,,,7.0,,,,,,,,,,1.0,,,1.0,5.0,,1.0,1.0,,2.0,1.0,2.0,3.0,,,1.0,,1.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
948,1.0,1.0,,18.0,,,,1.0,3.0,,1.0,,,,1.0,,,,,,,1.0,,2.0,,4.0,,9.0,,,2.0,1.0,,,,,1.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1.0,1.0,,16.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,6.0,,1.0,,,,,1.0,4.0,2.0,,1.0,,,,,2.0,1.0,,,1.0,,1.0,,,,,4.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,18.0,2.0,,,8.0,1.0,1.0,2.0,3.0,,,4.0,,1.0,,,1.0,,1.0,,,,3.0,,3.0,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,3.0,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,1.0,,16.0,,,,1.0,3.0,,,2.0,,1.0,1.0,,,,,,,1.0,,,,3.0,,10.0,,,2.0,1.0,,,,,1.0,,,,,19.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,5.0,3.0,1.0,14.0,2.0,1.0,,2.0,1.0,,1.0,9.0,,,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,5.0,,3.0,2.0,1.0,,2.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,2.0,3.0,,10.0,3.0,,,6.0,,2.0,,2.0,,,7.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,10.0,8.0,1.0,1.0,3.0,,,,,1.0,,5.0,,,1.0,,,,1.0,4.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
