,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
456,4.0,2.0,3.0,10.0,,,,2.0,,,,15.0,,,2.0,,,,,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
457,,1.0,,1.0,2.0,1.0,,7.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,6.0,1.0,,7.0,,,,4.0,,,1.0,1.0,,,5.0,,,6.0,1.0,,,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
178,3.0,,1.0,8.0,,1.0,1.0,3.0,2.0,,,,,2.0,5.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,6.0,1.0,2.0,,1.0,,1.0,1.0,,,,2.0,,,2.0,1.0,1.0,,1.0,,,,4.0,,4.0,,,1.0,,,,,,,,,,,15.0,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1.0,1.0,,18.0,5.0,1.0,,2.0,,1.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,,,1.0,1.0,,,3.0,,6.0,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2.0,2.0,1.0,15.0,3.0,2.0,1.0,3.0,,1.0,,,1.0,,6.0,,,1.0,1.0,,,1.0,,,,2.0,,1.0,2.0,1.0,3.0,,1.0,2.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,4.0,3.0,1.0,15.0,,4.0,1.0,3.0,,1.0,,,1.0,,4.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
173,4.0,3.0,1.0,17.0,5.0,1.0,1.0,2.0,,,1.0,1.0,,,2.0,,1.0,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
172,4.0,3.0,,15.0,5.0,1.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,2.0,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2.0,3.0,,16.0,2.0,2.0,1.0,3.0,1.0,2.0,,3.0,,,4.0,,,,1.0,,,1.0,,,1.0,1.0,,2.0,2.0,,3.0,1.0,,1.0,1.0,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
170,2.0,4.0,,16.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,,,3.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,3.0,,4.0,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
977,,2.0,2.0,13.0,1.0,,2.0,3.0,3.0,1.0,,11.0,,1.0,2.0,,,1.0,,,,1.0,,6.0,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
656,18.0,6.0,2.0,8.0,,1.0,1.0,,3.0,3.0,,14.0,,,2.0,,,,,,,1.0,,3.0,,,,,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
975,,3.0,1.0,15.0,2.0,,3.0,2.0,1.0,1.0,1.0,11.0,,,3.0,,,1.0,,,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
974,,,2.0,10.0,3.0,1.0,2.0,3.0,,3.0,,6.0,,2.0,4.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,2.0,2.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
973,2.0,1.0,1.0,14.0,,1.0,2.0,3.0,1.0,4.0,,2.0,,1.0,4.0,,1.0,2.0,,,,1.0,,,,,,,,,3.0,1.0,1.0,2.0,,,1.0,,,1.0,,6.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
972,2.0,1.0,,15.0,1.0,1.0,,4.0,5.0,2.0,1.0,2.0,,,6.0,,2.0,1.0,,,,1.0,,,,,,,,,3.0,1.0,1.0,2.0,,,1.0,,1.0,,,6.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
971,1.0,3.0,,14.0,5.0,,,2.0,3.0,2.0,1.0,2.0,,,5.0,,,,,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,,1.0,,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,1.0,,9.0,3.0,,,5.0,,,2.0,2.0,,,2.0,,,1.0,,2.0,,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,1.0,2.0,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
654,19.0,6.0,3.0,7.0,,,,,7.0,1.0,,14.0,,,2.0,,,,,,,1.0,,3.0,,,,,,1.0,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
979,1.0,2.0,,16.0,1.0,4.0,,3.0,4.0,3.0,,3.0,,,4.0,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
978,,,2.0,14.0,,5.0,,5.0,2.0,1.0,1.0,6.0,,1.0,5.0,,1.0,,,,,1.0,1.0,5.0,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
182,1.0,1.0,1.0,13.0,1.0,,2.0,5.0,,2.0,1.0,3.0,,,4.0,,3.0,2.0,1.0,,,1.0,,,,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,1.0,12.0,3.0,1.0,1.0,7.0,,,,2.0,,,5.0,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,4.0,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
180,,,,7.0,1.0,1.0,,2.0,,,1.0,,,,,,,2.0,1.0,,,1.0,,,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,,7.0,1.0,,,,,,,,,,,,,2.0,,,,,,3.0,,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
181,1.0,2.0,2.0,13.0,,1.0,,1.0,,,,5.0,,,4.0,,5.0,2.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,5.0,1.0,,12.0,1.0,,2.0,3.0,1.0,2.0,,11.0,,,10.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,3.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,5.0,4.0,3.0,11.0,,,1.0,2.0,1.0,1.0,,15.0,,,3.0,,,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
184,,,1.0,13.0,1.0,1.0,,3.0,1.0,,1.0,6.0,,,3.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
185,2.0,,1.0,13.0,,,,1.0,1.0,1.0,1.0,8.0,,,7.0,,,2.0,1.0,,,1.0,2.0,2.0,,,,,,,4.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
652,19.0,5.0,1.0,8.0,,3.0,,,1.0,3.0,1.0,17.0,,,3.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
188,2.0,2.0,5.0,12.0,,,1.0,1.0,1.0,,,14.0,,,2.0,,,2.0,1.0,,,1.0,,,,4.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
189,4.0,1.0,4.0,12.0,2.0,,2.0,2.0,2.0,1.0,1.0,15.0,,1.0,3.0,1.0,1.0,,1.0,,,1.0,,1.0,,4.0,,1.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
658,16.0,1.0,1.0,5.0,,1.0,1.0,,1.0,1.0,,18.0,,,5.0,,1.0,1.0,,,,1.0,,1.0,,2.0,,,,1.0,4.0,1.0,,1.0,,,1.0,,,1.0,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
653,19.0,4.0,4.0,7.0,,1.0,,,8.0,1.0,1.0,12.0,,,1.0,,,1.0,,,,1.0,,4.0,,,,,,,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
650,5.0,4.0,,9.0,,,2.0,11.0,1.0,1.0,1.0,6.0,,,7.0,,1.0,,,,,1.0,,4.0,,1.0,,,1.0,,,1.0,,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,16.0,1.0,,6.0,,1.0,,5.0,1.0,3.0,1.0,14.0,,1.0,5.0,,,,,,1.0,1.0,,3.0,,1.0,,,,,1.0,4.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,2.0,1.0,4.0,14.0,4.0,3.0,2.0,2.0,1.0,4.0,,2.0,,2.0,1.0,,2.0,,1.0,,,1.0,,,,,,3.0,1.0,,3.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
764,,1.0,1.0,10.0,,1.0,,4.0,,2.0,1.0,,,,4.0,,,4.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11,,,,2.0,1.0,2.0,,5.0,,1.0,1.0,1.0,,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,,,5.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10,2.0,1.0,1.0,9.0,,,2.0,,1.0,1.0,,10.0,,1.0,1.0,,,,1.0,1.0,,1.0,,3.0,,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,,,,5.0,,,,4.0,,,1.0,,,,2.0,,,,,,,,,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0,,,15.0,5.0,,1.0,,1.0,3.0,2.0,2.0,,1.0,,,1.0,3.0,1.0,,,1.0,,,,2.0,,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12,,1.0,,9.0,2.0,1.0,,4.0,,,2.0,,,,2.0,,,4.0,1.0,1.0,,1.0,,,1.0,2.0,,3.0,1.0,,3.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
15,1.0,1.0,,9.0,,,2.0,,2.0,3.0,,16.0,,2.0,2.0,,,,1.0,,,1.0,,2.0,,,,1.0,,2.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,4.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0,,,8.0,2.0,,1.0,5.0,1.0,2.0,3.0,2.0,,,3.0,,1.0,,1.0,3.0,,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17,,,,1.0,1.0,,,2.0,1.0,2.0,5.0,,,,1.0,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
16,,1.0,,11.0,,,3.0,,1.0,2.0,,9.0,,1.0,4.0,,1.0,,1.0,,,1.0,,1.0,,,,,,2.0,,3.0,,1.0,,,,,1.0,1.0,,3.0,,,,4.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2.0,4.0,1.0,12.0,2.0,,2.0,3.0,1.0,1.0,1.0,,,1.0,3.0,,,1.0,1.0,,,1.0,1.0,,,4.0,,1.0,,,3.0,,,,,1.0,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
18,,1.0,,4.0,2.0,,1.0,4.0,1.0,,2.0,,,,3.0,,1.0,,1.0,3.0,,1.0,,,1.0,3.0,2.0,,,,2.0,,,,,,,,,,,9.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
863,3.0,,6.0,11.0,3.0,4.0,2.0,7.0,1.0,,1.0,4.0,,,3.0,,,2.0,,,,1.0,1.0,,,1.0,,1.0,2.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,1.0,,,,8.0,,1.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
865,13.0,9.0,1.0,10.0,,1.0,1.0,1.0,2.0,2.0,,7.0,,,2.0,,,1.0,,,,1.0,,7.0,,,,1.0,,,3.0,2.0,,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,9.0,6.0,2.0,10.0,,3.0,2.0,1.0,1.0,1.0,,7.0,,1.0,4.0,,,2.0,,,,1.0,1.0,3.0,,,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
867,15.0,2.0,2.0,12.0,2.0,,,3.0,1.0,1.0,1.0,7.0,,,5.0,,,,,,,1.0,1.0,4.0,,2.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,14.0,5.0,2.0,12.0,,1.0,,2.0,1.0,2.0,,10.0,,,4.0,,,,,,,1.0,,6.0,,,,2.0,,,3.0,,,3.0,,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
659,4.0,,1.0,9.0,1.0,4.0,2.0,6.0,,1.0,1.0,7.0,,,3.0,,1.0,,,2.0,,1.0,,,1.0,2.0,,1.0,,,4.0,1.0,,,,,1.0,,1.0,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
883,3.0,3.0,1.0,17.0,2.0,3.0,3.0,4.0,1.0,2.0,,1.0,,1.0,1.0,,2.0,3.0,,,,1.0,,,,,,2.0,,,1.0,,,,,,1.0,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,4.0,,1.0,14.0,2.0,1.0,3.0,2.0,3.0,,,4.0,,1.0,,,,2.0,,,,1.0,,1.0,,1.0,,11.0,,,2.0,1.0,,,,,1.0,,1.0,,,12.0,,,,,,,,,,,3.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1.0,2.0,,12.0,6.0,,,5.0,3.0,,,3.0,,,5.0,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,4.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1.0,4.0,,15.0,1.0,2.0,1.0,3.0,2.0,1.0,,2.0,,,5.0,,,,,,,1.0,,,,2.0,1.0,3.0,,,1.0,,,,,,1.0,,,,,4.0,,,,1.0,,,,1.0,,,1.0,,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
887,,,,14.0,7.0,1.0,,4.0,2.0,,1.0,4.0,1.0,1.0,3.0,,,1.0,,,,1.0,,,,6.0,,,2.0,,2.0,3.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,1.0,,16.0,10.0,,1.0,3.0,2.0,1.0,,4.0,,,5.0,,,,,,,1.0,1.0,1.0,,4.0,,3.0,2.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1.0,1.0,,17.0,8.0,,1.0,3.0,1.0,2.0,,1.0,,1.0,4.0,,1.0,2.0,,,,1.0,1.0,,,4.0,,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,3.0,4.0,1.0,16.0,1.0,2.0,4.0,4.0,1.0,1.0,,1.0,,2.0,3.0,,3.0,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,3.0,1.0,,13.0,4.0,2.0,1.0,5.0,1.0,,2.0,,,1.0,1.0,,,,,1.0,,1.0,2.0,,,5.0,1.0,3.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,3.0,,1.0,13.0,4.0,4.0,,6.0,1.0,,,5.0,,1.0,5.0,,,,,,,1.0,1.0,3.0,,4.0,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
888,,1.0,,15.0,3.0,1.0,,6.0,1.0,,1.0,1.0,1.0,1.0,5.0,,,,,,,1.0,,,,3.0,,1.0,1.0,,2.0,3.0,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,3.0,2.0,,15.0,4.0,2.0,,1.0,,,1.0,,1.0,1.0,4.0,,3.0,2.0,,,,1.0,2.0,2.0,,,,1.0,,,3.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
657,18.0,2.0,1.0,8.0,,,1.0,,2.0,3.0,,13.0,,1.0,3.0,,,1.0,,,,1.0,,2.0,,2.0,,2.0,,,3.0,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,4.0,1.0,,4.0,3.0,,,1.0,,,1.0,,,1.0,9.0,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,1.0,4.0,,,,,,,2.0,4.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1.0,,1.0,17.0,2.0,2.0,1.0,4.0,2.0,,,1.0,1.0,,7.0,,,2.0,,,,1.0,,,1.0,5.0,,3.0,,,1.0,2.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
809,2.0,1.0,,11.0,4.0,1.0,,6.0,,,,,,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,2.0,,8.0,,,,1.0,,,,,1.0,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
322,1.0,2.0,2.0,15.0,,1.0,1.0,5.0,2.0,4.0,,18.0,,,4.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
323,1.0,3.0,1.0,13.0,2.0,2.0,2.0,4.0,2.0,1.0,,14.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,4.0,1.0,,2.0,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,6.0,4.0,2.0,14.0,1.0,1.0,3.0,2.0,1.0,,,11.0,,1.0,3.0,,,,1.0,,,1.0,,1.0,,2.0,,,,,2.0,,1.0,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,3.0,2.0,15.0,1.0,,,4.0,1.0,1.0,,19.0,,1.0,5.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
